titulo,fecha,autor,link,fecha_iso,anio,mes,dia,palabras_titulo,ejes_semanticos,activadores,sin_eje,activadores_eje
Expertos destacan nuevo reglamento sobre la pesca de pota en Perú pero advierten desafíos pendientes,9 May 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/05/expertos-destacan-nuevo-reglamento-pesca-pota-peru-advierten-desafios/,2025-05-09,2025,5,9,15,['economia_desarrollo'],{'economia_desarrollo': ['pesca']},False,pesca
"Mongabay busca Asistente de producción para proyectos periodísticos en Bolivia, Ecuador y Perú",1 May 2025,Mongabay Latam,https://es.mongabay.com/2025/05/mongabay-busca-asistente-produccion-proyectos-periodisticos/,2025-05-01,2025,5,1,13,['economia_desarrollo'],{'economia_desarrollo': ['producción']},False,producción
Día de la Tierra 2025: tres historias de energía justa y renovable que iluminan localidades de América Latina,22 Abr 2025,Gonzalo Ortuño López,https://es.mongabay.com/2025/04/dia-de-la-tierra-2025-transicion-energetica/,2025-04-22,2025,4,22,18,['economia_desarrollo'],{'economia_desarrollo': ['energía']},False,energía
"¿Cómo la pesca ilegal, las bandas criminales de piratas y la contaminación por plásticos están amenazando los mares peruanos? Lecturas ambientales",30 Mar 2025,Mongabay Latam,https://es.mongabay.com/2025/03/pesca-ilegal-piratas-contaminacion-plasticos-destruyendo-mares-peruanos/,2025-03-30,2025,3,30,21,"['biodiversidad_conservacion', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['contaminación', 'mar'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['amenazar', 'criminal', 'ilegal']}",False,pesca
¿Qué está pasando con la pesca ilegal frente a la Reserva Nacional de Illescas? | Podcast,26 Mar 2025,Mongabay Latam,https://es.mongabay.com/podcast/2025/03/que-esta-pasando-con-la-pesca-ilegal-en-la-resera-nacional-de-illescas-podcast/,2025-03-26,2025,3,26,16,"['biodiversidad_conservacion', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,pesca
El mar peruano que baña la Reserva Nacional de Illescas es acechado por la pesca ilegal,24 Mar 2025,Ramiro Escobar,https://es.mongabay.com/2025/03/mar-peruano-reserva-illescas-acechado-pesca-ilegal/,2025-03-24,2025,3,24,16,"['biodiversidad_conservacion', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['mar', 'reserva'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,pesca
Gobierno peruano ratifica sanciones económicas a 11 empresas pesqueras por pescar ilegalmente en Reserva Nacional de Paracas,21 Mar 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/03/gobierno-peruano-ratifica-sanciones-economicas-empresas-pescar-ilegalmente-paracas/,2025-03-21,2025,3,21,17,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'politica_gobernabilidad': ['gobierno'], 'economia_desarrollo': ['pescar', 'pesquero'], 'crimen_ilegalidad': ['ilegalmente']}",False,"pescar, pesquero"
Pescadores artesanales de El Ñuro luchan por subsistir tras maretazo en Perú,7 Mar 2025,Lourdes Fernandez,https://es.mongabay.com/2025/03/pescadores-artesanales-nuro-luchan-subsistir-tras-maretazo-peru/,2025-03-07,2025,3,7,12,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['maretazo'], 'economia_desarrollo': ['pescador']}",False,pescador
Perú: funcionarios investigados por beneficiar a empresas exportadoras de aletas de tiburón decidirán sobre compañías que pescan ilegalmente en Paracas,16 Feb 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/02/peru-funcionarios-investigados-por-beneficiar-a-empresas-exportadoras-de-aletas-de-tiburon-decidiran-sobre-companias-que-pescan-ilegalmente-en-paracas/,2025-02-16,2025,2,16,20,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['pescar'], 'crimen_ilegalidad': ['ilegalmente']}",False,pescar
Congreso peruano retrasa discusión sobre proyectos legislativos que buscan evitar la pesca industrial en áreas protegidas,6 Feb 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/02/congreso-peruano-retrasa-discusion-proyectos-legislativos-buscan-evitar-pesca-industrial-areas-protegidas/,2025-02-06,2025,2,6,16,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo']","{'biodiversidad_conservacion': ['protegido', 'área'], 'politica_gobernabilidad': ['congreso'], 'economia_desarrollo': ['industrial', 'pesca']}",False,"industrial, pesca"
Las hijas de la yuca: mujeres bora procesan tubérculos como alternativa a actividades ilegales,29 Ene 2025,Geraldine Santos,https://es.mongabay.com/2025/01/hijas-de-la-yuca-mujeres-procesan-tuberculos-alternativa-actividades-ilegales/,2025-01-29,2025,1,29,14,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['actividad'], 'crimen_ilegalidad': ['ilegal']}",False,actividad
Perú: propuesta de decreto supremo abriría la puerta a la pesca ilegal en áreas protegidas,27 Ene 2025,Michelle Carrere,https://es.mongabay.com/2025/01/peru-propuesta-decreto-supremo-abriria-puerta-pesca-ilegal-areas-protegidas/,2025-01-27,2025,1,27,15,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['protegido', 'área'], 'politica_gobernabilidad': ['decreto'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,pesca
Piratas extorsionan y asesinan a pescadores artesanales en la costa norperuana sin respuesta de las autoridades,20 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/piratas-extorsionan-asesinan-pescadores-artesanales-costa-norperuana-sin-respuesta-autoridades/,2025-01-20,2025,1,20,16,"['politica_gobernabilidad', 'economia_desarrollo', 'crimen_ilegalidad']","{'politica_gobernabilidad': ['autoridad'], 'economia_desarrollo': ['pescador'], 'crimen_ilegalidad': ['asesinar']}",False,pescador
Desafíos ambientales de Perú 2025: urge la lucha eficaz contra las economías ilícitas y preocupan las consecuencias del debilitamiento ambiental,13 Ene 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/01/desafios-ambientales-peru-urge-lucha-eficaz-contra-economias-ilicitas/,2025-01-13,2025,1,13,20,['economia_desarrollo'],{'economia_desarrollo': ['economía']},False,economía
Las deudas ambientales en Perú 2024: un año de debilitamiento ambiental y el avance de las economías ilegales,6 Ene 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/01/deudas-ambientales-peru-2024-debilitamiento-ambiental-avance-economia-ilegales/,2025-01-06,2025,1,6,18,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['economía'], 'crimen_ilegalidad': ['ilegal']}",False,economía
La acuicultura de salmón pone en peligro el acceso de las comunidades a los pescados locales | ESTUDIO,7 Nov 2024,Astrid Arellano,https://es.mongabay.com/2024/11/acuicultura-de-salmon-pone-en-peligro-el-acceso-de-las-comunidades-a-los-pescados-locales-estudio/,2024-11-07,2024,11,7,18,"['economia_desarrollo', 'sociedad_comunidades']","{'economia_desarrollo': ['pescado'], 'sociedad_comunidades': ['comunidad']}",False,pescado
COP16: dos opciones se discuten para lograr la movilización de recursos para detener la pérdida de biodiversidad,25 Oct 2024,Michelle Carrere,https://es.mongabay.com/2024/10/cop16-lograr-movilizacion-recursos-para-detener-perdida-de-biodiversidad/,2024-10-25,2024,10,25,17,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['biodiversidad'], 'economia_desarrollo': ['recurso']}",False,recurso
Pescadores artesanales exigen la prohibición de la pesca industrial en Paracas,1 Oct 2024,Leslie Moreno Custodio,https://es.mongabay.com/video/2024/10/pescadores-artesanales-exigen-prohibicion-pesca-industrial-paracas-peru/,2024-10-01,2024,10,1,11,['economia_desarrollo'],"{'economia_desarrollo': ['industrial', 'pesca', 'pescador']}",False,"industrial, pesca, pescador"
Las futuras discusiones sobre las industrias extractivas en la Panamazonía | LIBRO,10 Sep 2024,Timothy J. Killeen,https://es.mongabay.com/2024/09/futuras-discusiones-sobre-industrias-extractivas-panamazonia-libro/,2024-09-10,2024,9,10,12,['economia_desarrollo'],{'economia_desarrollo': ['industria']},False,industria
Denuncia de industria pesquera peruana sobre talla mínima de la anchoveta pondría en riesgo a la especie,29 Ago 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/08/denuncia-de-industria-pesquera-peruana-anchoveta-riesgo-especie/,2024-08-29,2024,8,29,17,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['especie'], 'economia_desarrollo': ['industria', 'pesquero']}",False,"industria, pesquero"
Preocupación en Perú por omisiones en el reglamento de pesca,28 Ago 2024,Michelle Carrere,https://es.mongabay.com/2024/08/preocupacion-peru-omisiones-reglamento-de-pesca/,2024-08-28,2024,8,28,10,['economia_desarrollo'],{'economia_desarrollo': ['pesca']},False,pesca
El panorama  de las próximas inversiones en petróleo y gas en el resto de la Panamazonía | LIBRO,28 Ago 2024,Timothy J. Killeen,https://es.mongabay.com/2024/08/panorama-proximas-inversiones-en-petroleo-gas-panamazonia-libro/,2024-08-28,2024,8,28,18,['economia_desarrollo'],{'economia_desarrollo': ['inversión']},False,inversión
¿Cuál es la responsabilidad de los bancos en los daños que ha dejado la industria petrolera en la Amazonía? | ENTREVISTA,22 Ago 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/08/responsabilidad-de-bancos-en-danos-industria-petrolera-amazonia-entrevista/,2024-08-22,2024,8,22,21,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['amazonía'], 'economia_desarrollo': ['industria']}",False,industria
Pescadores en Perú enfrentan a los ilegales: “Nos hemos organizado para trabajar la Chita pese a los peligros”,5 Ago 2024,Leslie Moreno Custodio,https://es.mongabay.com/2024/08/pescadores-peru-enfrentan-ilegales-conservacion-chita-oceanos/,2024-08-05,2024,8,5,18,"['economia_desarrollo', 'sociedad_comunidades', 'crimen_ilegalidad']","{'economia_desarrollo': ['pescador'], 'sociedad_comunidades': ['organizar'], 'crimen_ilegalidad': ['ilegal']}",False,pescador
Perú: así lograron los pescadores de Marcona recuperar el erizo rojo,29 Jul 2024,Geraldine Santos,https://es.mongabay.com/2024/07/peru-pescadores-de-marcona-recuperar-erizo-rojo/,2024-07-29,2024,7,29,11,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['marcona'], 'economia_desarrollo': ['pescador']}",False,pescador
Perú: demoras y omisiones en reglamento de ley que protege pesca artesanal dentro de las cinco millas marinas,17 Jul 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/07/peru-demoras-omisiones-reglamento-ley-que-protege-pesca-artesanal-dentro-cinco-millas-marinas/,2024-07-17,2024,7,17,18,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo']","{'biodiversidad_conservacion': ['marino', 'proteger'], 'politica_gobernabilidad': ['ley'], 'economia_desarrollo': ['pesca']}",False,pesca
Historia gráfica | Los murui-muinani usan la energía del sol para comercializar peces ornamentales en Perú,12 Jul 2024,Mongabay Latam,https://es.mongabay.com/2024/07/historia-grafica-murui-muinani-usan-la-energia-del-sol-para-comercializar-peces-ornamentales-peru/,2024-07-12,2024,7,12,16,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['pez'], 'economia_desarrollo': ['energía']}",False,energía
"Las secuelas del derrame de Repsol: «Por más que quisiera volver a pescar no puedo, en mi mente está metido que el mar está contaminado»",27 Jun 2024,Mongabay Latam,https://es.mongabay.com/video/2024/06/secuelas-derrame-repsol-por-mas-que-quisiera-volver-a-pescar-no-puedo/,2024-06-27,2024,6,27,25,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['mar'], 'economia_desarrollo': ['pescar']}",False,pescar
"¿Cuál ha sido el impacto de los pasivos ambientales de la industria petrolera en Negritos, Perú?",18 Jun 2024,Mongabay Latam,https://es.mongabay.com/video/2024/06/video-impacto-pasivos-ambientales-industria-petrolera-negritos-peru/,2024-06-18,2024,6,18,16,"['economia_desarrollo', 'sociedad_comunidades']","{'economia_desarrollo': ['industria'], 'sociedad_comunidades': ['impacto']}",False,industria
Las secuelas del derrame de Repsol: “Me vi obligado a olvidar la pesca. Por más que quisiera volver no puedo”,22 May 2024,Leslie Moreno Custodio,https://es.mongabay.com/2024/05/las-secuelas-del-derrame-de-repsol-me-vi-obligado-a-olvidar-la-pesca-por-mas-que-quisiera-volver-no-puedo/,2024-05-22,2024,5,22,20,['economia_desarrollo'],{'economia_desarrollo': ['pesca']},False,pesca
Los mercados globales y sus efectos en la explotación de recursos en la Panamazonía | LIBRO,20 May 2024,Timothy J. Killeen,https://es.mongabay.com/2024/05/mercados-globales-efectos-en-explotacion-de-recursos-panamazonia-libro/,2024-05-20,2024,5,20,16,['economia_desarrollo'],{'economia_desarrollo': ['recurso']},False,recurso
Usar o no tierras degradadas en inversiones extractivas para evitar más deforestación | LIBRO,14 May 2024,Timothy J. Killeen,https://es.mongabay.com/2024/05/usar-o-no-tierras-degradadas-en-inversiones-extractivas-para-evitar-mas-deforestacion-libro/,2024-05-14,2024,5,14,14,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['deforestación'], 'economia_desarrollo': ['inversión']}",False,inversión
El regalo de los fabricantes de pesticidas al Ministerio de Agricultura en Perú,7 May 2024,Alicia Tovar,https://es.mongabay.com/2024/05/regalo-de-fabricantes-de-pesticidas-al-ministerio-agricultura-peru/,2024-05-07,2024,5,7,13,"['politica_gobernabilidad', 'economia_desarrollo']","{'politica_gobernabilidad': ['ministerio'], 'economia_desarrollo': ['agricultura']}",False,agricultura
Cuestionamientos al sector extractivo ¿realmente es favorable para la economía regional? | LIBRO,6 May 2024,Timothy J. Killeen,https://es.mongabay.com/2024/05/cuestionamientos-sector-extractivo-realmente-es-favorable-para-economia-regional-libro/,2024-05-06,2024,5,6,13,['economia_desarrollo'],{'economia_desarrollo': ['economía']},False,economía
¿En qué va la transición energética en Perú?,1 May 2024,Mongabay Latam,https://es.mongabay.com/podcast/2024/05/podcast-ambiental-en-que-va-la-transicion-energetica-en-peru/,2024-05-01,2024,5,1,8,['economia_desarrollo'],{'economia_desarrollo': ['energético']},False,energético
Manejo y regulación estatal de las industrias extractivas de la Panamazonía | LIBRO,30 Abr 2024,Timothy J. Killeen,https://es.mongabay.com/2024/04/manejo-regulacion-estatal-industrias-extractivas-panamazonia-libro/,2024-04-30,2024,4,30,13,"['politica_gobernabilidad', 'economia_desarrollo']","{'politica_gobernabilidad': ['regulación'], 'economia_desarrollo': ['industria']}",False,industria
El incierto camino de la transición energética en Perú: sin planes definidos ni avances concretos,28 Abr 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/04/transicion-energetica-peru-sin-planes-definidos-ni-avances-concretos/,2024-04-28,2024,4,28,15,['economia_desarrollo'],{'economia_desarrollo': ['energético']},False,energético
Territorios contaminados y una transición energética que no avanza en la Amazonía de Perú,28 Abr 2024,Gloria Alvitres,https://es.mongabay.com/2024/04/territorios-contaminados-transicion-energetica-no-avanza-amazonia-peru/,2024-04-28,2024,4,28,14,"['biodiversidad_conservacion', 'economia_desarrollo', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['amazonía'], 'economia_desarrollo': ['energético'], 'sociedad_comunidades': ['territorio']}",False,energético
Minerales de la transición energética: entre los conflictos sociales y las expectativas mundiales,28 Abr 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/04/minerales-transicion-energetica-entre-conflictos-sociales-expectativas-mundiales/,2024-04-28,2024,4,28,13,"['economia_desarrollo', 'sociedad_comunidades']","{'economia_desarrollo': ['energético'], 'sociedad_comunidades': ['social']}",False,energético
¿A dónde apuntan las autoridades peruanas cuando se trata de transición energética?,28 Abr 2024,Lupe Muñoz,https://es.mongabay.com/2024/04/a-donde-apuntan-autoridades-peruanas-transicion-energetica/,2024-04-28,2024,4,28,12,"['politica_gobernabilidad', 'economia_desarrollo']","{'politica_gobernabilidad': ['autoridad'], 'economia_desarrollo': ['energético']}",False,energético
La transición de los murui-muinani: usar la energía del sol para comercializar peces ornamentales,28 Abr 2024,Geraldine Santos,https://es.mongabay.com/2024/04/murui-muinani-energia-del-sol-para-comercializar-peces-ornamentales-peru/,2024-04-28,2024,4,28,14,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['pez'], 'economia_desarrollo': ['energía']}",False,energía
"Congreso peruano debate proyectos de ley que, según expertos, ponen en riesgo la biodiversidad del mar y la pesca artesanal",15 Abr 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/04/congreso-peruano-debate-proyectos-riesgo-biodiversidad-mar-pesca-artesanal/,2024-04-15,2024,4,15,20,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo']","{'biodiversidad_conservacion': ['biodiversidad', 'mar'], 'politica_gobernabilidad': ['congreso', 'ley'], 'economia_desarrollo': ['pesca']}",False,pesca
"“La industria petrolera tiene una larga historia de calamidades operativas, grandes y pequeñas” | LIBRO",15 Abr 2024,Timothy J. Killeen,https://es.mongabay.com/2024/04/industria-petrolera-tiene-larga-historia-de-calamidades-libro/,2024-04-15,2024,4,15,15,['economia_desarrollo'],{'economia_desarrollo': ['industria']},False,industria
Estudios científicos contradicen postura de sector industrial que busca pescar en la Reserva Nacional de Paracas en Perú,8 Abr 2024,Astrid Arellano,https://es.mongabay.com/2024/04/estudios-contradicen-sector-industrial-que-busca-pescar-paracas-peru/,2024-04-08,2024,4,8,18,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['reserva'], 'economia_desarrollo': ['industrial', 'pescar']}",False,"industrial, pescar"
“Necesitamos datos sobre la contaminación causada por la producción de drogas” | ENTREVISTA,17 Mar 2024,Thelma Gómez Durán,https://es.mongabay.com/2024/03/necesitamos-datos-sobre-la-contaminacion-causada-por-la-produccion-de-drogas-entrevista/,2024-03-17,2024,3,17,13,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['contaminación'], 'economia_desarrollo': ['producción']}",False,producción
